Id,rf_auto_0,rf_manual_0,ad_linear_0,ad_sqr_0,ad_exp_0,gbr_0,et_auto_0,et_manual_0,svr_rbf_0,svr_sigmoid_0,xgbr_0,rf_auto_1,rf_manual_1,ad_linear_1,ad_sqr_1,ad_exp_1,gbr_1,et_auto_1,et_manual_1,svr_rbf_1,svr_sigmoid_1,xgbr_1,rf_auto_2,rf_manual_2,ad_linear_2,ad_sqr_2,ad_exp_2,gbr_2,et_auto_2,et_manual_2,svr_rbf_2,svr_sigmoid_2,xgbr_2,rf_auto_3,rf_manual_3,ad_linear_3,ad_sqr_3,ad_exp_3,gbr_3,et_auto_3,et_manual_3,svr_rbf_3,svr_sigmoid_3,xgbr_3,rf_auto_4,rf_manual_4,ad_linear_4,ad_sqr_4,ad_exp_4,gbr_4,et_auto_4,et_manual_4,svr_rbf_4,svr_sigmoid_4,xgbr_4,rf_auto_5,rf_manual_5,ad_linear_5,ad_sqr_5,ad_exp_5,gbr_5,et_auto_5,et_manual_5,svr_rbf_5,svr_sigmoid_5,xgbr_5,rf_auto_6,rf_manual_6,ad_linear_6,ad_sqr_6,ad_exp_6,gbr_6,et_auto_6,et_manual_6,svr_rbf_6,svr_sigmoid_6,xgbr_6,rf_auto_7,rf_manual_7,ad_linear_7,ad_sqr_7,ad_exp_7,gbr_7,et_auto_7,et_manual_7,svr_rbf_7,svr_sigmoid_7,xgbr_7,rf_auto_8,rf_manual_8,ad_linear_8,ad_sqr_8,ad_exp_8,gbr_8,et_auto_8,et_manual_8,svr_rbf_8,svr_sigmoid_8,xgbr_8,rf_auto_9,rf_manual_9,ad_linear_9,ad_sqr_9,ad_exp_9,gbr_9,et_auto_9,et_manual_9,svr_rbf_9,svr_sigmoid_9,xgbr_9,SalePrice
722,144516.077702,143731.2,156988.055233,154162.445151,164861.322917,143545.204754,143000.0,143366.243672,163625.747966,164047.590307,144685.546875,144516.077702,143731.2,156988.055233,154162.445151,164861.322917,143545.204754,143000.0,143366.243672,163625.747966,164047.590307,144685.546875,144516.077702,143731.2,156988.055233,154162.445151,164861.322917,143545.204754,143000.0,143366.243672,163625.747966,164047.590307,144685.546875,144516.077702,143731.2,156988.055233,154162.445151,164861.322917,143545.204754,143000.0,143366.243672,163625.747966,164047.590307,144685.546875,144516.077702,143731.2,156988.055233,154162.445151,164861.322917,143545.204754,143000.0,143366.243672,163625.747966,164047.590307,144685.546875,144516.077702,143731.2,156988.055233,154162.445151,164861.322917,143545.204754,143000.0,143366.243672,163625.747966,164047.590307,144685.546875,144516.077702,143731.2,156988.055233,154162.445151,164861.322917,143545.204754,143000.0,143366.243672,163625.747966,164047.590307,144685.546875,144516.077702,143731.2,156988.055233,154162.445151,164861.322917,143545.204754,143000.0,143366.243672,163625.747966,164047.590307,144685.546875,144516.077702,143731.2,156988.055233,154162.445151,164861.322917,143545.204754,143000.0,143366.243672,163625.747966,164047.590307,144685.546875,144516.077702,143731.2,156988.055233,154162.445151,164861.322917,143545.204754,143000.0,143366.243672,163625.747966,164047.590307,144685.546875,143000
723,119608.296302,122272.024,121962.398458,124320.6,121880.490421,122053.125837,124498.148148,123244.293464,157665.31613,159223.220851,125205.234375,119608.296302,122272.024,121962.398458,124320.6,121880.490421,122053.125837,124498.148148,123244.293464,157665.31613,159223.220851,125205.234375,119608.296302,122272.024,121962.398458,124320.6,121880.490421,122053.125837,124498.148148,123244.293464,157665.31613,159223.220851,125205.234375,119608.296302,122272.024,121962.398458,124320.6,121880.490421,122053.125837,124498.148148,123244.293464,157665.31613,159223.220851,125205.234375,119608.296302,122272.024,121962.398458,124320.6,121880.490421,122053.125837,124498.148148,123244.293464,157665.31613,159223.220851,125205.234375,119608.296302,122272.024,121962.398458,124320.6,121880.490421,122053.125837,124498.148148,123244.293464,157665.31613,159223.220851,125205.234375,119608.296302,122272.024,121962.398458,124320.6,121880.490421,122053.125837,124498.148148,123244.293464,157665.31613,159223.220851,125205.234375,119608.296302,122272.024,121962.398458,124320.6,121880.490421,122053.125837,124498.148148,123244.293464,157665.31613,159223.220851,125205.234375,119608.296302,122272.024,121962.398458,124320.6,121880.490421,122053.125837,124498.148148,123244.293464,157665.31613,159223.220851,125205.234375,119608.296302,122272.024,121962.398458,124320.6,121880.490421,122053.125837,124498.148148,123244.293464,157665.31613,159223.220851,125205.234375,124500
724,133637.510537,132600.068,127996.659794,132922.093496,129720.768293,129925.789432,135004.12037,133695.282699,159380.046211,159701.555178,136372.703125,133637.510537,132600.068,127996.659794,132922.093496,129720.768293,129925.789432,135004.12037,133695.282699,159380.046211,159701.555178,136372.703125,133637.510537,132600.068,127996.659794,132922.093496,129720.768293,129925.789432,135004.12037,133695.282699,159380.046211,159701.555178,136372.703125,133637.510537,132600.068,127996.659794,132922.093496,129720.768293,129925.789432,135004.12037,133695.282699,159380.046211,159701.555178,136372.703125,133637.510537,132600.068,127996.659794,132922.093496,129720.768293,129925.789432,135004.12037,133695.282699,159380.046211,159701.555178,136372.703125,133637.510537,132600.068,127996.659794,132922.093496,129720.768293,129925.789432,135004.12037,133695.282699,159380.046211,159701.555178,136372.703125,133637.510537,132600.068,127996.659794,132922.093496,129720.768293,129925.789432,135004.12037,133695.282699,159380.046211,159701.555178,136372.703125,133637.510537,132600.068,127996.659794,132922.093496,129720.768293,129925.789432,135004.12037,133695.282699,159380.046211,159701.555178,136372.703125,133637.510537,132600.068,127996.659794,132922.093496,129720.768293,129925.789432,135004.12037,133695.282699,159380.046211,159701.555178,136372.703125,133637.510537,132600.068,127996.659794,132922.093496,129720.768293,129925.789432,135004.12037,133695.282699,159380.046211,159701.555178,136372.703125,135000
725,320669.51283,316141.872,301548.272414,303128.471869,307931.441176,327686.81878,320000.0,312953.885556,168737.176677,170168.829635,315567.09375,320669.51283,316141.872,301548.272414,303128.471869,307931.441176,327686.81878,320000.0,312953.885556,168737.176677,170168.829635,315567.09375,320669.51283,316141.872,301548.272414,303128.471869,307931.441176,327686.81878,320000.0,312953.885556,168737.176677,170168.829635,315567.09375,320669.51283,316141.872,301548.272414,303128.471869,307931.441176,327686.81878,320000.0,312953.885556,168737.176677,170168.829635,315567.09375,320669.51283,316141.872,301548.272414,303128.471869,307931.441176,327686.81878,320000.0,312953.885556,168737.176677,170168.829635,315567.09375,320669.51283,316141.872,301548.272414,303128.471869,307931.441176,327686.81878,320000.0,312953.885556,168737.176677,170168.829635,315567.09375,320669.51283,316141.872,301548.272414,303128.471869,307931.441176,327686.81878,320000.0,312953.885556,168737.176677,170168.829635,315567.09375,320669.51283,316141.872,301548.272414,303128.471869,307931.441176,327686.81878,320000.0,312953.885556,168737.176677,170168.829635,315567.09375,320669.51283,316141.872,301548.272414,303128.471869,307931.441176,327686.81878,320000.0,312953.885556,168737.176677,170168.829635,315567.09375,320669.51283,316141.872,301548.272414,303128.471869,307931.441176,327686.81878,320000.0,312953.885556,168737.176677,170168.829635,315567.09375,320000
726,120151.317118,119870.228,126457.404362,125425.962441,128340.627986,124076.291114,120500.0,120345.019374,159689.43172,159234.328642,115180.140625,120151.317118,119870.228,126457.404362,125425.962441,128340.627986,124076.291114,120500.0,120345.019374,159689.43172,159234.328642,115180.140625,120151.317118,119870.228,126457.404362,125425.962441,128340.627986,124076.291114,120500.0,120345.019374,159689.43172,159234.328642,115180.140625,120151.317118,119870.228,126457.404362,125425.962441,128340.627986,124076.291114,120500.0,120345.019374,159689.43172,159234.328642,115180.140625,120151.317118,119870.228,126457.404362,125425.962441,128340.627986,124076.291114,120500.0,120345.019374,159689.43172,159234.328642,115180.140625,120151.317118,119870.228,126457.404362,125425.962441,128340.627986,124076.291114,120500.0,120345.019374,159689.43172,159234.328642,115180.140625,120151.317118,119870.228,126457.404362,125425.962441,128340.627986,124076.291114,120500.0,120345.019374,159689.43172,159234.328642,115180.140625,120151.317118,119870.228,126457.404362,125425.962441,128340.627986,124076.291114,120500.0,120345.019374,159689.43172,159234.328642,115180.140625,120151.317118,119870.228,126457.404362,125425.962441,128340.627986,124076.291114,120500.0,120345.019374,159689.43172,159234.328642,115180.140625,120151.317118,119870.228,126457.404362,125425.962441,128340.627986,124076.291114,120500.0,120345.019374,159689.43172,159234.328642,115180.140625,120500
727,221930.639094,221480.448,229208.105505,234206.205128,225055.618474,231336.191182,222000.0,221843.442045,163205.730426,167935.452316,227949.6875,221930.639094,221480.448,229208.105505,234206.205128,225055.618474,231336.191182,222000.0,221843.442045,163205.730426,167935.452316,227949.6875,221930.639094,221480.448,229208.105505,234206.205128,225055.618474,231336.191182,222000.0,221843.442045,163205.730426,167935.452316,227949.6875,221930.639094,221480.448,229208.105505,234206.205128,225055.618474,231336.191182,222000.0,221843.442045,163205.730426,167935.452316,227949.6875,221930.639094,221480.448,229208.105505,234206.205128,225055.618474,231336.191182,222000.0,221843.442045,163205.730426,167935.452316,227949.6875,221930.639094,221480.448,229208.105505,234206.205128,225055.618474,231336.191182,222000.0,221843.442045,163205.730426,167935.452316,227949.6875,221930.639094,221480.448,229208.105505,234206.205128,225055.618474,231336.191182,222000.0,221843.442045,163205.730426,167935.452316,227949.6875,221930.639094,221480.448,229208.105505,234206.205128,225055.618474,231336.191182,222000.0,221843.442045,163205.730426,167935.452316,227949.6875,221930.639094,221480.448,229208.105505,234206.205128,225055.618474,231336.191182,222000.0,221843.442045,163205.730426,167935.452316,227949.6875,221930.639094,221480.448,229208.105505,234206.205128,225055.618474,231336.191182,222000.0,221843.442045,163205.730426,167935.452316,227949.6875,222000
728,193033.142685,193403.96,186270.523148,187611.682051,189902.953846,190709.644607,194500.0,196800.984534,167530.112252,166160.364999,194418.453125,193033.142685,193403.96,186270.523148,187611.682051,189902.953846,190709.644607,194500.0,196800.984534,167530.112252,166160.364999,194418.453125,193033.142685,193403.96,186270.523148,187611.682051,189902.953846,190709.644607,194500.0,196800.984534,167530.112252,166160.364999,194418.453125,193033.142685,193403.96,186270.523148,187611.682051,189902.953846,190709.644607,194500.0,196800.984534,167530.112252,166160.364999,194418.453125,193033.142685,193403.96,186270.523148,187611.682051,189902.953846,190709.644607,194500.0,196800.984534,167530.112252,166160.364999,194418.453125,193033.142685,193403.96,186270.523148,187611.682051,189902.953846,190709.644607,194500.0,196800.984534,167530.112252,166160.364999,194418.453125,193033.142685,193403.96,186270.523148,187611.682051,189902.953846,190709.644607,194500.0,196800.984534,167530.112252,166160.364999,194418.453125,193033.142685,193403.96,186270.523148,187611.682051,189902.953846,190709.644607,194500.0,196800.984534,167530.112252,166160.364999,194418.453125,193033.142685,193403.96,186270.523148,187611.682051,189902.953846,190709.644607,194500.0,196800.984534,167530.112252,166160.364999,194418.453125,193033.142685,193403.96,186270.523148,187611.682051,189902.953846,190709.644607,194500.0,196800.984534,167530.112252,166160.364999,194418.453125,194500
729,129321.878341,122091.076,158030.901042,147335.228916,163184.253012,140103.058334,110000.0,114347.33876,160994.543496,161098.260893,115994.5,129321.878341,122091.076,158030.901042,147335.228916,163184.253012,140103.058334,110000.0,114347.33876,160994.543496,161098.260893,115994.5,129321.878341,122091.076,158030.901042,147335.228916,163184.253012,140103.058334,110000.0,114347.33876,160994.543496,161098.260893,115994.5,129321.878341,122091.076,158030.901042,147335.228916,163184.253012,140103.058334,110000.0,114347.33876,160994.543496,161098.260893,115994.5,129321.878341,122091.076,158030.901042,147335.228916,163184.253012,140103.058334,110000.0,114347.33876,160994.543496,161098.260893,115994.5,129321.878341,122091.076,158030.901042,147335.228916,163184.253012,140103.058334,110000.0,114347.33876,160994.543496,161098.260893,115994.5,129321.878341,122091.076,158030.901042,147335.228916,163184.253012,140103.058334,110000.0,114347.33876,160994.543496,161098.260893,115994.5,129321.878341,122091.076,158030.901042,147335.228916,163184.253012,140103.058334,110000.0,114347.33876,160994.543496,161098.260893,115994.5,129321.878341,122091.076,158030.901042,147335.228916,163184.253012,140103.058334,110000.0,114347.33876,160994.543496,161098.260893,115994.5,129321.878341,122091.076,158030.901042,147335.228916,163184.253012,140103.058334,110000.0,114347.33876,160994.543496,161098.260893,115994.5,110000
730,104974.704251,102093.472,117636.80597,122553.56681,114529.691781,101783.001551,103000.0,102526.396057,159042.576731,156601.053039,96184.109375,104974.704251,102093.472,117636.80597,122553.56681,114529.691781,101783.001551,103000.0,102526.396057,159042.576731,156601.053039,96184.109375,104974.704251,102093.472,117636.80597,122553.56681,114529.691781,101783.001551,103000.0,102526.396057,159042.576731,156601.053039,96184.109375,104974.704251,102093.472,117636.80597,122553.56681,114529.691781,101783.001551,103000.0,102526.396057,159042.576731,156601.053039,96184.109375,104974.704251,102093.472,117636.80597,122553.56681,114529.691781,101783.001551,103000.0,102526.396057,159042.576731,156601.053039,96184.109375,104974.704251,102093.472,117636.80597,122553.56681,114529.691781,101783.001551,103000.0,102526.396057,159042.576731,156601.053039,96184.109375,104974.704251,102093.472,117636.80597,122553.56681,114529.691781,101783.001551,103000.0,102526.396057,159042.576731,156601.053039,96184.109375,104974.704251,102093.472,117636.80597,122553.56681,114529.691781,101783.001551,103000.0,102526.396057,159042.576731,156601.053039,96184.109375,104974.704251,102093.472,117636.80597,122553.56681,114529.691781,101783.001551,103000.0,102526.396057,159042.576731,156601.053039,96184.109375,104974.704251,102093.472,117636.80597,122553.56681,114529.691781,101783.001551,103000.0,102526.396057,159042.576731,156601.053039,96184.109375,103000
731,249508.974266,246196.652,300879.170543,303707.721649,303101.994152,248122.413143,236500.0,239538.856549,167892.778118,167620.129953,241603.8125,249508.974266,246196.652,300879.170543,303707.721649,303101.994152,248122.413143,236500.0,239538.856549,167892.778118,167620.129953,241603.8125,249508.974266,246196.652,300879.170543,303707.721649,303101.994152,248122.413143,236500.0,239538.856549,167892.778118,167620.129953,241603.8125,249508.974266,246196.652,300879.170543,303707.721649,303101.994152,248122.413143,236500.0,239538.856549,167892.778118,167620.129953,241603.8125,249508.974266,246196.652,300879.170543,303707.721649,303101.994152,248122.413143,236500.0,239538.856549,167892.778118,167620.129953,241603.8125,249508.974266,246196.652,300879.170543,303707.721649,303101.994152,248122.413143,236500.0,239538.856549,167892.778118,167620.129953,241603.8125,249508.974266,246196.652,300879.170543,303707.721649,303101.994152,248122.413143,236500.0,239538.856549,167892.778118,167620.129953,241603.8125,249508.974266,246196.652,300879.170543,303707.721649,303101.994152,248122.413143,236500.0,239538.856549,167892.778118,167620.129953,241603.8125,249508.974266,246196.652,300879.170543,303707.721649,303101.994152,248122.413143,236500.0,239538.856549,167892.778118,167620.129953,241603.8125,249508.974266,246196.652,300879.170543,303707.721649,303101.994152,248122.413143,236500.0,239538.856549,167892.778118,167620.129953,241603.8125,236500
732,185056.425052,187122.448,209245.207831,203775.336207,209805.307263,192880.60601,187500.0,190752.026257,168993.924982,168264.54052,189944.90625,185056.425052,187122.448,209245.207831,203775.336207,209805.307263,192880.60601,187500.0,190752.026257,168993.924982,168264.54052,189944.90625,185056.425052,187122.448,209245.207831,203775.336207,209805.307263,192880.60601,187500.0,190752.026257,168993.924982,168264.54052,189944.90625,185056.425052,187122.448,209245.207831,203775.336207,209805.307263,192880.60601,187500.0,190752.026257,168993.924982,168264.54052,189944.90625,185056.425052,187122.448,209245.207831,203775.336207,209805.307263,192880.60601,187500.0,190752.026257,168993.924982,168264.54052,189944.90625,185056.425052,187122.448,209245.207831,203775.336207,209805.307263,192880.60601,187500.0,190752.026257,168993.924982,168264.54052,189944.90625,185056.425052,187122.448,209245.207831,203775.336207,209805.307263,192880.60601,187500.0,190752.026257,168993.924982,168264.54052,189944.90625,185056.425052,187122.448,209245.207831,203775.336207,209805.307263,192880.60601,187500.0,190752.026257,168993.924982,168264.54052,189944.90625,185056.425052,187122.448,209245.207831,203775.336207,209805.307263,192880.60601,187500.0,190752.026257,168993.924982,168264.54052,189944.90625,185056.425052,187122.448,209245.207831,203775.336207,209805.307263,192880.60601,187500.0,190752.026257,168993.924982,168264.54052,189944.90625,187500
733,229013.717631,226970.168,237792.830579,245352.68617,246073.966527,229164.767502,222500.0,223009.76825,171981.039396,168805.161956,228227.8125,229013.717631,226970.168,237792.830579,245352.68617,246073.966527,229164.767502,222500.0,223009.76825,171981.039396,168805.161956,228227.8125,229013.717631,226970.168,237792.830579,245352.68617,246073.966527,229164.767502,222500.0,223009.76825,171981.039396,168805.161956,228227.8125,229013.717631,226970.168,237792.830579,245352.68617,246073.966527,229164.767502,222500.0,223009.76825,171981.039396,168805.161956,228227.8125,229013.717631,226970.168,237792.830579,245352.68617,246073.966527,229164.767502,222500.0,223009.76825,171981.039396,168805.161956,228227.8125,229013.717631,226970.168,237792.830579,245352.68617,246073.966527,229164.767502,222500.0,223009.76825,171981.039396,168805.161956,228227.8125,229013.717631,226970.168,237792.830579,245352.68617,246073.966527,229164.767502,222500.0,223009.76825,171981.039396,168805.161956,228227.8125,229013.717631,226970.168,237792.830579,245352.68617,246073.966527,229164.767502,222500.0,223009.76825,171981.039396,168805.161956,228227.8125,229013.717631,226970.168,237792.830579,245352.68617,246073.966527,229164.767502,222500.0,223009.76825,171981.039396,168805.161956,228227.8125,229013.717631,226970.168,237792.830579,245352.68617,246073.966527,229164.767502,222500.0,223009.76825,171981.039396,168805.161956,228227.8125,222500
734,135355.55149,134248.836,127996.659794,128115.687831,138701.163636,134805.900261,131403.777778,131823.826874,160494.232796,160762.3375,131438.890625,135355.55149,134248.836,127996.659794,128115.687831,138701.163636,134805.900261,131403.777778,131823.826874,160494.232796,160762.3375,131438.890625,135355.55149,134248.836,127996.659794,128115.687831,138701.163636,134805.900261,131403.777778,131823.826874,160494.232796,160762.3375,131438.890625,135355.55149,134248.836,127996.659794,128115.687831,138701.163636,134805.900261,131403.777778,131823.826874,160494.232796,160762.3375,131438.890625,135355.55149,134248.836,127996.659794,128115.687831,138701.163636,134805.900261,131403.777778,131823.826874,160494.232796,160762.3375,131438.890625,135355.55149,134248.836,127996.659794,128115.687831,138701.163636,134805.900261,131403.777778,131823.826874,160494.232796,160762.3375,131438.890625,135355.55149,134248.836,127996.659794,128115.687831,138701.163636,134805.900261,131403.777778,131823.826874,160494.232796,160762.3375,131438.890625,135355.55149,134248.836,127996.659794,128115.687831,138701.163636,134805.900261,131403.777778,131823.826874,160494.232796,160762.3375,131438.890625,135355.55149,134248.836,127996.659794,128115.687831,138701.163636,134805.900261,131403.777778,131823.826874,160494.232796,160762.3375,131438.890625,135355.55149,134248.836,127996.659794,128115.687831,138701.163636,134805.900261,131403.777778,131823.826874,160494.232796,160762.3375,131438.890625,131400
735,115266.666099,111902.0,120574.944904,123525.258621,117559.572414,115459.699866,108000.0,110687.089559,158141.913824,159275.951835,114506.117188,115266.666099,111902.0,120574.944904,123525.258621,117559.572414,115459.699866,108000.0,110687.089559,158141.913824,159275.951835,114506.117188,115266.666099,111902.0,120574.944904,123525.258621,117559.572414,115459.699866,108000.0,110687.089559,158141.913824,159275.951835,114506.117188,115266.666099,111902.0,120574.944904,123525.258621,117559.572414,115459.699866,108000.0,110687.089559,158141.913824,159275.951835,114506.117188,115266.666099,111902.0,120574.944904,123525.258621,117559.572414,115459.699866,108000.0,110687.089559,158141.913824,159275.951835,114506.117188,115266.666099,111902.0,120574.944904,123525.258621,117559.572414,115459.699866,108000.0,110687.089559,158141.913824,159275.951835,114506.117188,115266.666099,111902.0,120574.944904,123525.258621,117559.572414,115459.699866,108000.0,110687.089559,158141.913824,159275.951835,114506.117188,115266.666099,111902.0,120574.944904,123525.258621,117559.572414,115459.699866,108000.0,110687.089559,158141.913824,159275.951835,114506.117188,115266.666099,111902.0,120574.944904,123525.258621,117559.572414,115459.699866,108000.0,110687.089559,158141.913824,159275.951835,114506.117188,115266.666099,111902.0,120574.944904,123525.258621,117559.572414,115459.699866,108000.0,110687.089559,158141.913824,159275.951835,114506.117188,108000
736,162315.708519,162321.22,184392.523132,174436.945455,186332.166197,162994.781327,163006.25,164084.361234,160556.073554,160116.791222,162541.640625,162315.708519,162321.22,184392.523132,174436.945455,186332.166197,162994.781327,163006.25,164084.361234,160556.073554,160116.791222,162541.640625,162315.708519,162321.22,184392.523132,174436.945455,186332.166197,162994.781327,163006.25,164084.361234,160556.073554,160116.791222,162541.640625,162315.708519,162321.22,184392.523132,174436.945455,186332.166197,162994.781327,163006.25,164084.361234,160556.073554,160116.791222,162541.640625,162315.708519,162321.22,184392.523132,174436.945455,186332.166197,162994.781327,163006.25,164084.361234,160556.073554,160116.791222,162541.640625,162315.708519,162321.22,184392.523132,174436.945455,186332.166197,162994.781327,163006.25,164084.361234,160556.073554,160116.791222,162541.640625,162315.708519,162321.22,184392.523132,174436.945455,186332.166197,162994.781327,163006.25,164084.361234,160556.073554,160116.791222,162541.640625,162315.708519,162321.22,184392.523132,174436.945455,186332.166197,162994.781327,163006.25,164084.361234,160556.073554,160116.791222,162541.640625,162315.708519,162321.22,184392.523132,174436.945455,186332.166197,162994.781327,163006.25,164084.361234,160556.073554,160116.791222,162541.640625,162315.708519,162321.22,184392.523132,174436.945455,186332.166197,162994.781327,163006.25,164084.361234,160556.073554,160116.791222,162541.640625,163000
737,93195.5914195,93016.0,118665.889362,124254.716216,118384.208437,86698.185567,93500.0,93882.9577381,160415.353699,155173.277691,86887.53125,93195.5914195,93016.0,118665.889362,124254.716216,118384.208437,86698.185567,93500.0,93882.9577381,160415.353699,155173.277691,86887.53125,93195.5914195,93016.0,118665.889362,124254.716216,118384.208437,86698.185567,93500.0,93882.9577381,160415.353699,155173.277691,86887.53125,93195.5914195,93016.0,118665.889362,124254.716216,118384.208437,86698.185567,93500.0,93882.9577381,160415.353699,155173.277691,86887.53125,93195.5914195,93016.0,118665.889362,124254.716216,118384.208437,86698.185567,93500.0,93882.9577381,160415.353699,155173.277691,86887.53125,93195.5914195,93016.0,118665.889362,124254.716216,118384.208437,86698.185567,93500.0,93882.9577381,160415.353699,155173.277691,86887.53125,93195.5914195,93016.0,118665.889362,124254.716216,118384.208437,86698.185567,93500.0,93882.9577381,160415.353699,155173.277691,86887.53125,93195.5914195,93016.0,118665.889362,124254.716216,118384.208437,86698.185567,93500.0,93882.9577381,160415.353699,155173.277691,86887.53125,93195.5914195,93016.0,118665.889362,124254.716216,118384.208437,86698.185567,93500.0,93882.9577381,160415.353699,155173.277691,86887.53125,93195.5914195,93016.0,118665.889362,124254.716216,118384.208437,86698.185567,93500.0,93882.9577381,160415.353699,155173.277691,86887.53125,93500
738,239851.15395,239046.428,239119.840491,251923.730594,246348.641509,229388.603439,239867.424242,239912.741755,169490.238345,168432.449802,229769.671875,239851.15395,239046.428,239119.840491,251923.730594,246348.641509,229388.603439,239867.424242,239912.741755,169490.238345,168432.449802,229769.671875,239851.15395,239046.428,239119.840491,251923.730594,246348.641509,229388.603439,239867.424242,239912.741755,169490.238345,168432.449802,229769.671875,239851.15395,239046.428,239119.840491,251923.730594,246348.641509,229388.603439,239867.424242,239912.741755,169490.238345,168432.449802,229769.671875,239851.15395,239046.428,239119.840491,251923.730594,246348.641509,229388.603439,239867.424242,239912.741755,169490.238345,168432.449802,229769.671875,239851.15395,239046.428,239119.840491,251923.730594,246348.641509,229388.603439,239867.424242,239912.741755,169490.238345,168432.449802,229769.671875,239851.15395,239046.428,239119.840491,251923.730594,246348.641509,229388.603439,239867.424242,239912.741755,169490.238345,168432.449802,229769.671875,239851.15395,239046.428,239119.840491,251923.730594,246348.641509,229388.603439,239867.424242,239912.741755,169490.238345,168432.449802,229769.671875,239851.15395,239046.428,239119.840491,251923.730594,246348.641509,229388.603439,239867.424242,239912.741755,169490.238345,168432.449802,229769.671875,239851.15395,239046.428,239119.840491,251923.730594,246348.641509,229388.603439,239867.424242,239912.741755,169490.238345,168432.449802,229769.671875,239900
739,162129.959598,162929.64,147106.85,143668.485714,140961.578947,151926.110704,179000.0,174679.366597,160775.149639,159048.76664,171489.796875,162129.959598,162929.64,147106.85,143668.485714,140961.578947,151926.110704,179000.0,174679.366597,160775.149639,159048.76664,171489.796875,162129.959598,162929.64,147106.85,143668.485714,140961.578947,151926.110704,179000.0,174679.366597,160775.149639,159048.76664,171489.796875,162129.959598,162929.64,147106.85,143668.485714,140961.578947,151926.110704,179000.0,174679.366597,160775.149639,159048.76664,171489.796875,162129.959598,162929.64,147106.85,143668.485714,140961.578947,151926.110704,179000.0,174679.366597,160775.149639,159048.76664,171489.796875,162129.959598,162929.64,147106.85,143668.485714,140961.578947,151926.110704,179000.0,174679.366597,160775.149639,159048.76664,171489.796875,162129.959598,162929.64,147106.85,143668.485714,140961.578947,151926.110704,179000.0,174679.366597,160775.149639,159048.76664,171489.796875,162129.959598,162929.64,147106.85,143668.485714,140961.578947,151926.110704,179000.0,174679.366597,160775.149639,159048.76664,171489.796875,162129.959598,162929.64,147106.85,143668.485714,140961.578947,151926.110704,179000.0,174679.366597,160775.149639,159048.76664,171489.796875,162129.959598,162929.64,147106.85,143668.485714,140961.578947,151926.110704,179000.0,174679.366597,160775.149639,159048.76664,171489.796875,179000
740,196213.752395,193340.908,202795.928349,211597.983562,204221.829787,194359.658018,190023.796296,192648.640365,169524.640789,166705.204949,191675.65625,196213.752395,193340.908,202795.928349,211597.983562,204221.829787,194359.658018,190023.796296,192648.640365,169524.640789,166705.204949,191675.65625,196213.752395,193340.908,202795.928349,211597.983562,204221.829787,194359.658018,190023.796296,192648.640365,169524.640789,166705.204949,191675.65625,196213.752395,193340.908,202795.928349,211597.983562,204221.829787,194359.658018,190023.796296,192648.640365,169524.640789,166705.204949,191675.65625,196213.752395,193340.908,202795.928349,211597.983562,204221.829787,194359.658018,190023.796296,192648.640365,169524.640789,166705.204949,191675.65625,196213.752395,193340.908,202795.928349,211597.983562,204221.829787,194359.658018,190023.796296,192648.640365,169524.640789,166705.204949,191675.65625,196213.752395,193340.908,202795.928349,211597.983562,204221.829787,194359.658018,190023.796296,192648.640365,169524.640789,166705.204949,191675.65625,196213.752395,193340.908,202795.928349,211597.983562,204221.829787,194359.658018,190023.796296,192648.640365,169524.640789,166705.204949,191675.65625,196213.752395,193340.908,202795.928349,211597.983562,204221.829787,194359.658018,190023.796296,192648.640365,169524.640789,166705.204949,191675.65625,196213.752395,193340.908,202795.928349,211597.983562,204221.829787,194359.658018,190023.796296,192648.640365,169524.640789,166705.204949,191675.65625,190000
741,134059.350291,129833.34,127660.753846,131943.565693,131242.639847,121203.130899,132000.0,131746.911487,159945.35846,158659.001073,127832.257812,134059.350291,129833.34,127660.753846,131943.565693,131242.639847,121203.130899,132000.0,131746.911487,159945.35846,158659.001073,127832.257812,134059.350291,129833.34,127660.753846,131943.565693,131242.639847,121203.130899,132000.0,131746.911487,159945.35846,158659.001073,127832.257812,134059.350291,129833.34,127660.753846,131943.565693,131242.639847,121203.130899,132000.0,131746.911487,159945.35846,158659.001073,127832.257812,134059.350291,129833.34,127660.753846,131943.565693,131242.639847,121203.130899,132000.0,131746.911487,159945.35846,158659.001073,127832.257812,134059.350291,129833.34,127660.753846,131943.565693,131242.639847,121203.130899,132000.0,131746.911487,159945.35846,158659.001073,127832.257812,134059.350291,129833.34,127660.753846,131943.565693,131242.639847,121203.130899,132000.0,131746.911487,159945.35846,158659.001073,127832.257812,134059.350291,129833.34,127660.753846,131943.565693,131242.639847,121203.130899,132000.0,131746.911487,159945.35846,158659.001073,127832.257812,134059.350291,129833.34,127660.753846,131943.565693,131242.639847,121203.130899,132000.0,131746.911487,159945.35846,158659.001073,127832.257812,134059.350291,129833.34,127660.753846,131943.565693,131242.639847,121203.130899,132000.0,131746.911487,159945.35846,158659.001073,127832.257812,132000
